StudentID,Name,AcademicInterest,ExtracurricularActivities,Skillset 1,Skillset 2,Skillset 3,Skillset 4,Skillset 5,Location,YearOfStudy,Major,GPA,Language Known 1,Language Known 2,Language Known 3,Language Known 4,Language Known 5,ResearchInterests,Attendance
760,Rita Zuniga,Physics,Volunteer Group,Data Analysis, Leadership, Problem Solving, Public Speaking,Null,Boston,Senior,Psychology,2.71,Japanese, Spanish,Null,Null,Null,Climate Change,8.0
761,Ricardo Mccarthy,Physics,Volunteer Group,Leadership, Data Analysis, Programming,Null,Null,San Francisco,Graduate,Computer Science,2.88,Spanish, English,Null,Null,Null,Sustainable Agriculture,23.0
762,Sean Elliott,Biology,Art Club,Data Analysis, Problem Solving, Programming, Leadership, Public Speaking,Houston,Sophomore,Computer Science,2.95,German, Spanish, Chinese,Null,Null,Social Sciences,12.0
763,Craig Banks,History,Art Club,Problem Solving, Data Analysis, Leadership, Artistic, Public Speaking,San Francisco,Graduate,Biology,2.35,Spanish, English, French, German, Japanese,Machine Learning,18.0
764,Wayne Young,Psychology,Coding Club,Artistic, Problem Solving,Null,Null,Null,Boston,Junior,History,3.18,Spanish, German, Chinese,Null,Null,Healthcare Management,27.0
765,Kelly Davis,History,Sports Team,Public Speaking, Programming, Problem Solving, Leadership, Data Analysis,San Francisco,Junior,Psychology,2.87,Chinese, German,Null,Null,Null,Biomedical Engineering,20.0
766,Margaret Le,Computer Science,Music Club,Public Speaking,Null,Null,Null,Null,Los Angeles,Graduate,Mathematics,2.86,French,Null,Null,Null,Null,Data Science,12.0
767,Paul Zhang,History,Sports Team,Programming, Public Speaking, Data Analysis,Null,Null,Chicago,Junior,Psychology,2.8,Spanish, German, French, English, Japanese,Robotics,1.0
768,Rebekah Ramirez,History,Volunteer Group,Artistic, Data Analysis, Leadership, Public Speaking, Problem Solving,Chicago,Sophomore,Biology,2.35,French, English, Spanish,Null,Null,Astrophysics,23.0
769,Tracy Mays,History,Coding Club,Programming, Data Analysis, Artistic, Public Speaking,Null,New York,Sophomore,Computer Science,2.94,Japanese, German, Chinese, English, Spanish,Urban Planning,3.0
770,Kristin Ortiz,Computer Science,Debate Club,Data Analysis,Null,Null,Null,Null,Chicago,Freshman,History,3.63,Japanese,Null,Null,Null,Null,Healthcare Management,71.0
771,Richard Thomas,History,Music Club,Data Analysis, Public Speaking,Null,Null,Null,Boston,Junior,Physics,2.98,Spanish, French, Japanese, English, Chinese,Healthcare Management,6.0
772,Leslie Bailey,History,Debate Club,Leadership, Programming, Public Speaking, Artistic, Data Analysis,Los Angeles,Graduate,Biology,2.34,German, French,Null,Null,Null,Sustainable Agriculture,1.0
773,Alyssa Murray,Physics,Coding Club,Public Speaking, Data Analysis,Null,Null,Null,San Francisco,Graduate,Physics,2.39,Spanish, German, French,Null,Null,Environmental Sustainability,24.0
774,Robert Newman,History,Debate Club,Public Speaking, Problem Solving,Null,Null,Null,Los Angeles,Sophomore,Biology,3.65,French, Japanese, Chinese, English,Null,Human-Computer Interaction,77.0
775,Kyle Bender,Biology,Coding Club,Problem Solving, Data Analysis, Programming, Leadership, Artistic,Houston,Sophomore,Biology,3.37,Spanish, German, French, Chinese,Null,Artificial Intelligence,54.0
776,Connor Thomas,Computer Science,Sports Team,Public Speaking, Data Analysis, Leadership,Null,Null,Los Angeles,Graduate,Physics,2.6,French, Spanish, English, Chinese, Japanese,Astrophysics,19.0
777,Todd Robinson,Computer Science,Music Club,Programming, Problem Solving, Data Analysis, Artistic,Null,Boston,Junior,Computer Science,2.46,German,Null,Null,Null,Null,Nanotechnology,17.0
778,Beverly Palmer,History,Sports Team,Data Analysis, Problem Solving, Leadership, Public Speaking,Null,Boston,Sophomore,History,3.03,Japanese, English, German, Chinese,Null,Artificial Intelligence,38.0
779,Carlos Blake,Biology,Music Club,Problem Solving, Programming, Leadership, Data Analysis, Public Speaking,New York,Sophomore,History,2.72,Chinese, Spanish, German,Null,Null,Astrophysics,6.0
780,Charles Morrison,Mathematics,Music Club,Programming, Artistic, Leadership, Public Speaking,Null,Boston,Sophomore,Mathematics,2.25,German, English, Spanish, Chinese,Null,Educational Technology,10.0
781,Nancy Rowe,Mathematics,Art Club,Programming, Public Speaking, Problem Solving,Null,Null,Houston,Sophomore,Computer Science,2.73,German, Japanese, Spanish, Chinese,Null,Healthcare Management,25.0
782,Lonnie Hernandez,Computer Science,Debate Club,Programming, Leadership, Artistic, Data Analysis, Problem Solving,New York,Senior,Mathematics,3.74,Spanish,Null,Null,Null,Null,Renewable Energy,74.0
783,Preston Davis,Mathematics,Coding Club,Public Speaking, Artistic, Problem Solving, Programming, Leadership,Chicago,Junior,Physics,3.27,English, Spanish, German, Japanese,Null,Climate Change,50.0
784,Laura Murphy,History,Music Club,Problem Solving, Leadership, Artistic, Public Speaking, Programming,New York,Sophomore,History,3.13,Spanish, English,Null,Null,Null,Nanotechnology,34.0
785,Craig Riley,Computer Science,Volunteer Group,Artistic, Public Speaking, Data Analysis, Programming, Leadership,Boston,Graduate,Psychology,2.49,English, Spanish, Chinese, German, French,Nanotechnology,4.0
786,William Miller,Physics,Debate Club,Leadership, Programming,Null,Null,Null,Houston,Sophomore,Biology,2.0,French, Chinese,Null,Null,Null,Urban Planning,0.0
787,Maria Adams,Physics,Music Club,Data Analysis,Null,Null,Null,Null,Boston,Sophomore,History,2.05,Chinese, English, German, Japanese, French,Cybersecurity,1.0
788,Joann Kirby,Computer Science,Volunteer Group,Programming, Leadership, Data Analysis, Problem Solving, Artistic,San Francisco,Senior,History,3.16,German, Japanese, Chinese, English,Null,Quantum Computing,34.0
789,Janet Klein,Mathematics,Music Club,Problem Solving,Null,Null,Null,Null,Los Angeles,Freshman,History,3.0,French, German, Chinese, Spanish, English,Environmental Sustainability,2.0
790,David Murphy,Psychology,Coding Club,Programming,Null,Null,Null,Null,Los Angeles,Graduate,Computer Science,2.9,French, Chinese,Null,Null,Null,Machine Learning,18.0
791,Robert Ortiz,Mathematics,Art Club,Programming, Problem Solving, Artistic, Data Analysis, Leadership,Los Angeles,Junior,Computer Science,3.42,French,Null,Null,Null,Null,Climate Change,70.0
792,Brooke Price,Computer Science,Sports Team,Artistic, Public Speaking,Null,Null,Null,Los Angeles,Graduate,Psychology,3.38,English, Spanish, French, German, Chinese,Sustainable Agriculture,46.0
793,Ashley Gomez,Physics,Sports Team,Artistic, Programming, Data Analysis, Leadership,Null,New York,Sophomore,Psychology,2.38,English, Chinese, Spanish, Japanese, French,Healthcare Management,1.0
794,Carla Wilcox,Physics,Art Club,Leadership, Data Analysis, Problem Solving, Programming, Public Speaking,Boston,Junior,Biology,2.72,Japanese, English, German, Chinese, Spanish,Healthcare Management,5.0
795,Briana Smith,Psychology,Art Club,Data Analysis, Artistic, Programming, Public Speaking, Problem Solving,Houston,Sophomore,Mathematics,3.05,Japanese,Null,Null,Null,Null,Human-Computer Interaction,40.0
796,Gwendolyn Blair,Physics,Music Club,Leadership, Problem Solving,Null,Null,Null,Chicago,Sophomore,Psychology,3.41,English, Chinese,Null,Null,Null,Nanotechnology,64.0
797,Angela Barron,Physics,Music Club,Problem Solving,Null,Null,Null,Null,San Francisco,Sophomore,Computer Science,2.98,Japanese, Spanish,Null,Null,Null,Biomedical Engineering,17.0
798,Heidi Davis,History,Music Club,Problem Solving, Data Analysis, Public Speaking, Programming, Artistic,New York,Graduate,Biology,3.33,Japanese, Chinese, Spanish, German,Null,Behavioral Economics,54.0
799,Kent Bowers,History,Art Club,Problem Solving, Programming,Null,Null,Null,Chicago,Senior,History,2.16,German, French, Spanish, Chinese, English,Data Science,4.0
800,Ivan Garcia,Physics,Art Club,Data Analysis, Leadership, Public Speaking, Artistic, Programming,Houston,Junior,History,2.25,Spanish, Japanese, English, French, Chinese,Space Exploration,4.0
801,William Morrison,Psychology,Music Club,Public Speaking, Artistic, Programming, Data Analysis, Leadership,Los Angeles,Senior,Physics,3.62,Chinese, French, German, English,Null,Urban Planning,76.0
802,Jesus Gonzalez,Psychology,Art Club,Data Analysis, Problem Solving, Programming,Null,Null,Houston,Sophomore,History,2.67,Chinese, English, French, Spanish,Null,Urban Planning,5.0
803,Donna Blair,History,Debate Club,Programming, Problem Solving, Leadership,Null,Null,San Francisco,Junior,Physics,3.3,English, French,Null,Null,Null,Blockchain Technology,53.0
804,Gina Roberts,Mathematics,Sports Team,Public Speaking, Artistic, Leadership, Data Analysis, Programming,Chicago,Senior,Psychology,2.55,Chinese, Spanish, English,Null,Null,Healthcare Management,13.0
805,Amy Washington,Physics,Art Club,Leadership, Artistic, Data Analysis, Programming,Null,Boston,Freshman,Mathematics,3.0,English, French, Chinese, German,Null,Sustainable Agriculture,17.0
806,Gregory Moore,Computer Science,Art Club,Problem Solving, Leadership, Data Analysis, Programming,Null,Boston,Freshman,Biology,3.25,Chinese, Japanese,Null,Null,Null,Robotics,53.0
807,Erin Garrett,Mathematics,Sports Team,Public Speaking, Leadership, Artistic, Problem Solving, Data Analysis,Chicago,Freshman,Biology,2.73,Spanish, French, German, Chinese,Null,Educational Technology,14.0
808,Mary Wall,Biology,Music Club,Data Analysis, Artistic, Problem Solving, Leadership, Public Speaking,Los Angeles,Junior,Physics,2.77,French, Spanish, Chinese, English,Null,Social Sciences,5.0
809,Heather Malone,History,Sports Team,Leadership, Public Speaking, Artistic,Null,Null,Houston,Senior,Mathematics,3.84,German, Spanish, English, Japanese, French,Educational Technology,97.0
810,Kevin Harris,Mathematics,Sports Team,Artistic, Public Speaking, Problem Solving, Programming,Null,San Francisco,Sophomore,Psychology,3.89,German, French,Null,Null,Null,Social Sciences,88.0
811,Scott Spencer,Computer Science,Art Club,Leadership, Programming, Problem Solving, Artistic, Public Speaking,New York,Senior,Mathematics,2.77,Spanish, Japanese, Chinese, French, English,Bioinformatics,25.0
812,David English,Biology,Art Club,Problem Solving, Public Speaking, Programming, Artistic,Null,San Francisco,Junior,Mathematics,2.17,Spanish, English, German,Null,Null,Educational Technology,9.0
813,Jeffrey Hubbard,History,Debate Club,Programming, Data Analysis, Problem Solving, Public Speaking,Null,Chicago,Senior,Computer Science,3.01,French, Chinese, Spanish, German,Null,Renewable Energy,27.0
814,Judith Harding,Mathematics,Coding Club,Programming, Problem Solving,Null,Null,Null,San Francisco,Graduate,Biology,2.18,English,Null,Null,Null,Null,Cognitive Psychology,7.0
815,Brittany Esparza,Mathematics,Volunteer Group,Artistic, Problem Solving, Public Speaking, Leadership,Null,Boston,Senior,Computer Science,2.21,German, Japanese, Chinese, French, English,Quantum Computing,17.0
816,Patricia Black,Physics,Volunteer Group,Problem Solving, Data Analysis, Leadership,Null,Null,Chicago,Sophomore,Biology,2.39,Spanish, German,Null,Null,Null,Artificial Intelligence,14.0
817,Sarah Fisher,Psychology,Coding Club,Leadership,Null,Null,Null,Null,San Francisco,Graduate,History,2.89,Chinese,Null,Null,Null,Null,Cybersecurity,2.0
818,Anthony Dunlap,Psychology,Debate Club,Artistic,Null,Null,Null,Null,San Francisco,Sophomore,Physics,3.1,Japanese, German,Null,Null,Null,Renewable Energy,35.0
819,Jeffrey Gonzales,Biology,Sports Team,Data Analysis,Null,Null,Null,Null,Chicago,Freshman,Computer Science,2.73,English, Chinese,Null,Null,Null,Human-Computer Interaction,23.0
820,Kayla Riley,History,Sports Team,Programming, Leadership, Problem Solving,Null,Null,Los Angeles,Freshman,History,3.15,Chinese, Japanese, German,Null,Null,Machine Learning,35.0
821,Sarah Austin,Biology,Debate Club,Programming,Null,Null,Null,Null,Chicago,Freshman,Psychology,3.96,Chinese, Japanese, Spanish, French,Null,Cognitive Psychology,90.0
822,Kurt Guerrero,History,Debate Club,Data Analysis,Null,Null,Null,Null,San Francisco,Graduate,Computer Science,2.69,Chinese, German, Spanish,Null,Null,Human-Computer Interaction,14.0
823,Kimberly King,Psychology,Sports Team,Data Analysis,Null,Null,Null,Null,Boston,Freshman,Physics,3.83,English, German, French, Japanese, Spanish,Robotics,100.0
824,Caroline Wiley,Biology,Debate Club,Data Analysis,Null,Null,Null,Null,Chicago,Graduate,Computer Science,3.13,Japanese, English, Chinese, French, Spanish,Human-Computer Interaction,36.0
825,Larry Barker,History,Debate Club,Leadership,Null,Null,Null,Null,Chicago,Graduate,Mathematics,2.69,German, French, English, Chinese, Japanese,Nanotechnology,25.0
826,Andrew Higgins,Computer Science,Music Club,Data Analysis, Programming, Artistic, Public Speaking,Null,Chicago,Graduate,Mathematics,3.69,Spanish, Chinese, French, Japanese, English,Biomedical Engineering,83.0
827,Cassandra Johnson,Biology,Music Club,Programming, Data Analysis, Public Speaking, Leadership,Null,Houston,Graduate,Psychology,2.78,English, German,Null,Null,Null,Cybersecurity,25.0
828,Roger Day,Mathematics,Music Club,Artistic,Null,Null,Null,Null,Chicago,Senior,History,2.11,English, German, Spanish, Japanese,Null,Nanotechnology,11.0
829,Kristy Martinez,History,Coding Club,Data Analysis, Problem Solving,Null,Null,Null,New York,Graduate,Physics,3.27,English, German, Japanese, Chinese, Spanish,Quantum Computing,41.0
830,Mario Richardson,Physics,Sports Team,Data Analysis, Public Speaking, Artistic,Null,Null,Boston,Senior,Psychology,2.31,English, German, Japanese,Null,Null,Quantum Computing,25.0
831,Barbara Perez,Psychology,Sports Team,Problem Solving, Leadership, Public Speaking, Artistic, Data Analysis,New York,Graduate,Mathematics,2.47,French, Japanese, Chinese, English,Null,Human-Computer Interaction,2.0
832,Nancy Taylor,Physics,Sports Team,Data Analysis, Artistic,Null,Null,Null,Houston,Senior,Computer Science,3.11,Chinese,Null,Null,Null,Null,Quantum Computing,34.0
833,Dwayne Durham,Psychology,Art Club,Public Speaking, Leadership, Programming, Problem Solving,Null,Los Angeles,Graduate,Psychology,3.85,Spanish, Chinese,Null,Null,Null,Environmental Sustainability,88.0
834,Craig Gutierrez,Physics,Debate Club,Artistic, Programming, Leadership, Public Speaking, Problem Solving,Boston,Freshman,Computer Science,3.66,Japanese, Spanish,Null,Null,Null,Quantum Computing,76.0
835,Nancy Smith,Psychology,Art Club,Leadership, Data Analysis, Problem Solving, Artistic, Programming,New York,Graduate,Physics,3.99,German,Null,Null,Null,Null,Cybersecurity,86.0
836,Brittany Martin,Computer Science,Debate Club,Leadership, Public Speaking, Data Analysis, Problem Solving,Null,New York,Sophomore,Psychology,3.37,German,Null,Null,Null,Null,Artificial Intelligence,51.0
837,Matthew Price,Physics,Debate Club,Public Speaking,Null,Null,Null,Null,Houston,Freshman,History,3.68,Chinese, German, Japanese, Spanish, English,Biomedical Engineering,74.0
838,Caitlin Gutierrez,Computer Science,Art Club,Problem Solving, Programming, Artistic, Public Speaking, Data Analysis,New York,Graduate,Mathematics,2.62,Chinese, English, Spanish, French,Null,Behavioral Economics,10.0
839,Rebecca Little,History,Debate Club,Leadership, Public Speaking, Programming, Data Analysis, Problem Solving,Chicago,Graduate,Physics,3.07,German, Chinese, English, Spanish, French,Data Science,30.0
840,Stephanie Smith,Computer Science,Music Club,Leadership, Problem Solving, Programming, Artistic,Null,Boston,Junior,Biology,2.6,English, German, Japanese, French, Spanish,Behavioral Economics,13.0
841,Cynthia Reed,Physics,Coding Club,Public Speaking, Artistic, Leadership, Programming,Null,Boston,Graduate,Computer Science,2.23,Japanese,Null,Null,Null,Null,Robotics,21.0
842,Gregory Savage,Biology,Music Club,Public Speaking,Null,Null,Null,Null,Houston,Graduate,Psychology,3.96,Chinese,Null,Null,Null,Null,Nanotechnology,92.0
843,Jesse Harmon,Psychology,Debate Club,Problem Solving, Artistic, Data Analysis,Null,Null,Boston,Graduate,Computer Science,2.09,French, German,Null,Null,Null,Space Exploration,15.0
844,Jeffery Allen,Biology,Coding Club,Programming, Leadership, Data Analysis,Null,Null,Los Angeles,Sophomore,Mathematics,3.14,Chinese, French, Japanese,Null,Null,Robotics,32.0
845,Todd Levine,History,Art Club,Public Speaking, Artistic,Null,Null,Null,New York,Graduate,Computer Science,3.5,German,Null,Null,Null,Null,Urban Planning,65.0
846,John Riddle,Computer Science,Volunteer Group,Leadership, Programming, Data Analysis,Null,Null,Los Angeles,Graduate,Computer Science,2.28,Spanish, Japanese, Chinese, French, German,Cognitive Psychology,6.0
847,Hannah Bernard,Mathematics,Volunteer Group,Problem Solving, Artistic, Leadership, Programming, Data Analysis,Chicago,Graduate,Computer Science,3.64,French, Chinese, German, English, Japanese,Data Science,76.0
848,Samuel Brown,Mathematics,Coding Club,Public Speaking, Leadership,Null,Null,Null,Los Angeles,Sophomore,Computer Science,3.91,Spanish, German,Null,Null,Null,Nanotechnology,92.0
849,Aaron Chambers,Computer Science,Music Club,Artistic, Public Speaking,Null,Null,Null,Chicago,Junior,Psychology,3.89,German, English,Null,Null,Null,Social Sciences,94.0
850,Cynthia Patrick,Psychology,Debate Club,Leadership, Public Speaking, Data Analysis,Null,Null,Houston,Senior,Biology,2.72,Spanish, German, French, English,Null,Machine Learning,23.0
851,Mary Wu,Computer Science,Art Club,Artistic, Public Speaking, Programming, Data Analysis, Problem Solving,Houston,Junior,Psychology,3.72,French, Japanese,Null,Null,Null,Cognitive Psychology,71.0
852,Matthew Chapman,Computer Science,Coding Club,Leadership, Programming, Public Speaking, Problem Solving, Artistic,Houston,Sophomore,History,2.28,Chinese, English, German, Japanese, Spanish,Healthcare Management,16.0
853,Kevin Bailey,Computer Science,Debate Club,Public Speaking, Leadership, Programming, Artistic, Data Analysis,Houston,Junior,Biology,3.34,English, Spanish, Japanese, French, German,Urban Planning,48.0
854,Eric Mcgee,Biology,Sports Team,Artistic,Null,Null,Null,Null,Boston,Graduate,Mathematics,2.01,English, Spanish, German, French, Japanese,Quantum Computing,22.0
855,Jennifer Jones,History,Debate Club,Public Speaking, Data Analysis, Artistic,Null,Null,Los Angeles,Freshman,Biology,3.3,French, Spanish, Japanese, English,Null,Environmental Sustainability,49.0
856,Jessica Stanley,Computer Science,Debate Club,Public Speaking, Data Analysis, Leadership, Problem Solving, Artistic,Boston,Senior,Physics,2.29,Chinese, English, French, Japanese,Null,Social Sciences,18.0
857,Jasmine Lee,Physics,Coding Club,Artistic, Problem Solving,Null,Null,Null,Los Angeles,Freshman,Psychology,2.02,French,Null,Null,Null,Null,Natural Language Processing,22.0
858,Tiffany Flynn,Physics,Volunteer Group,Public Speaking, Problem Solving, Leadership, Programming, Artistic,New York,Graduate,History,2.91,Japanese, Spanish, Chinese, German, French,Educational Technology,14.0
859,Meredith Ferrell,Mathematics,Debate Club,Public Speaking,Null,Null,Null,Null,San Francisco,Graduate,Biology,2.12,English, French, Chinese, Spanish, German,Urban Planning,10.0
860,Nancy Bell,Mathematics,Music Club,Public Speaking, Data Analysis, Problem Solving, Artistic, Leadership,Los Angeles,Graduate,History,2.75,Chinese, French, Japanese, German, Spanish,Cognitive Psychology,24.0
861,Anthony Melendez,Mathematics,Music Club,Data Analysis, Programming,Null,Null,Null,Los Angeles,Junior,Mathematics,3.96,Chinese, English, German, French, Japanese,Urban Planning,95.0
862,Angel Carter,History,Sports Team,Public Speaking, Data Analysis,Null,Null,Null,Chicago,Junior,Psychology,2.45,English,Null,Null,Null,Null,Educational Technology,6.0
863,Jody Cox,Computer Science,Volunteer Group,Data Analysis, Programming, Public Speaking, Problem Solving, Artistic,Chicago,Sophomore,History,3.89,Chinese,Null,Null,Null,Null,Urban Planning,98.0
864,Christopher Dixon,Mathematics,Art Club,Public Speaking, Data Analysis, Artistic,Null,Null,San Francisco,Freshman,Physics,3.9,German, English,Null,Null,Null,Data Science,88.0
865,David Porter,Psychology,Music Club,Data Analysis, Leadership, Problem Solving, Artistic,Null,Boston,Freshman,Psychology,3.94,Spanish, Chinese,Null,Null,Null,Social Sciences,97.0
866,James Bryant,Biology,Music Club,Public Speaking, Artistic,Null,Null,Null,Houston,Sophomore,Biology,2.22,German, Chinese, French, English, Japanese,Climate Change,15.0
867,Tiffany Cameron,Psychology,Volunteer Group,Leadership, Problem Solving, Programming,Null,Null,Los Angeles,Freshman,Physics,2.15,English, Japanese,Null,Null,Null,Natural Language Processing,17.0
868,Amanda Daugherty,Biology,Music Club,Leadership,Null,Null,Null,Null,San Francisco,Freshman,Physics,3.0,German, Spanish,Null,Null,Null,Quantum Computing,7.0
869,Barry Wood,Mathematics,Volunteer Group,Problem Solving, Leadership, Data Analysis,Null,Null,Boston,Freshman,History,2.68,Chinese, German, Japanese, Spanish, English,Bioinformatics,24.0
870,Robert Mclaughlin,Biology,Art Club,Data Analysis, Public Speaking, Problem Solving, Programming, Leadership,San Francisco,Freshman,Mathematics,2.37,Spanish, Japanese, Chinese, French, German,Urban Planning,2.0
871,Daniel Holmes,Psychology,Coding Club,Leadership, Problem Solving, Artistic,Null,Null,Chicago,Sophomore,Mathematics,2.76,German, Spanish, English, Chinese,Null,Machine Learning,21.0
872,Wesley Marsh,Physics,Volunteer Group,Artistic,Null,Null,Null,Null,Los Angeles,Graduate,Biology,3.32,English,Null,Null,Null,Null,Space Exploration,45.0
873,Dawn Luna,Computer Science,Sports Team,Programming,Null,Null,Null,Null,Houston,Graduate,Computer Science,2.71,Spanish, Chinese, Japanese,Null,Null,Cognitive Psychology,15.0
874,Briana Stephens,Mathematics,Art Club,Problem Solving, Leadership, Data Analysis,Null,Null,Chicago,Junior,Physics,3.8,French, Chinese, Japanese, German, Spanish,Political Science,76.0
875,Melissa Palmer,History,Art Club,Data Analysis, Public Speaking,Null,Null,Null,San Francisco,Freshman,Psychology,3.89,Spanish, Japanese, English,Null,Null,Social Sciences,100.0
876,Thomas Parker,Psychology,Sports Team,Public Speaking, Artistic, Programming,Null,Null,Chicago,Freshman,Physics,2.58,French, Japanese, Spanish,Null,Null,Astrophysics,11.0
877,Virginia Lawrence,Mathematics,Sports Team,Problem Solving,Null,Null,Null,Null,San Francisco,Sophomore,Biology,3.65,German, Japanese,Null,Null,Null,Data Science,77.0
878,Tracy Johnson,Mathematics,Sports Team,Artistic, Data Analysis,Null,Null,Null,Chicago,Senior,Mathematics,2.49,French, Chinese,Null,Null,Null,Space Exploration,6.0
879,Jason Davis,Computer Science,Music Club,Data Analysis, Public Speaking, Artistic, Leadership, Problem Solving,Chicago,Sophomore,Physics,3.41,Spanish, German,Null,Null,Null,Human-Computer Interaction,60.0
880,Crystal Tran,Psychology,Art Club,Problem Solving, Data Analysis,Null,Null,Null,New York,Senior,Mathematics,3.09,Spanish,Null,Null,Null,Null,Human-Computer Interaction,38.0
881,Joshua Williams,Computer Science,Music Club,Programming,Null,Null,Null,Null,San Francisco,Graduate,Computer Science,3.47,German,Null,Null,Null,Null,Nanotechnology,65.0
882,Megan Williams,Physics,Art Club,Artistic, Problem Solving, Programming, Public Speaking,Null,San Francisco,Senior,Computer Science,3.1,German, Chinese, French,Null,Null,Machine Learning,31.0
883,Wendy Miller,History,Volunteer Group,Artistic, Problem Solving, Leadership, Public Speaking,Null,Boston,Freshman,Computer Science,3.72,Japanese,Null,Null,Null,Null,Healthcare Management,82.0
884,Amanda Hernandez,Biology,Volunteer Group,Problem Solving, Data Analysis, Programming, Public Speaking,Null,Boston,Graduate,History,3.01,English,Null,Null,Null,Null,Data Science,40.0
885,Robert Joseph,Psychology,Coding Club,Problem Solving, Public Speaking, Leadership,Null,Null,New York,Junior,Computer Science,2.02,Japanese, German, English, Chinese,Null,Artificial Intelligence,6.0
886,Alan Thompson,Psychology,Music Club,Problem Solving, Programming, Artistic, Leadership,Null,Houston,Junior,Psychology,2.89,German, French, Chinese,Null,Null,Behavioral Economics,17.0
887,Bernard Peterson,Computer Science,Coding Club,Problem Solving, Public Speaking, Artistic, Programming,Null,New York,Graduate,Mathematics,2.14,French, Japanese, German, Spanish,Null,Social Sciences,24.0
888,Kevin Duffy,Psychology,Sports Team,Artistic, Data Analysis, Programming, Problem Solving, Leadership,New York,Freshman,Mathematics,3.49,Spanish, German, English, Chinese, Japanese,Climate Change,68.0
889,Angela Walker,History,Volunteer Group,Data Analysis, Programming, Artistic, Public Speaking, Leadership,Chicago,Sophomore,Computer Science,2.16,Spanish, Japanese, English, Chinese, German,Biomedical Engineering,12.0
890,Dale Brown,Psychology,Coding Club,Data Analysis, Leadership, Programming, Problem Solving,Null,Houston,Graduate,History,2.57,Chinese, Spanish, English, Japanese, German,Bioinformatics,15.0
891,Mark Lawrence,Physics,Coding Club,Problem Solving, Data Analysis, Leadership, Programming, Artistic,San Francisco,Graduate,Biology,3.57,French, German, Chinese, Japanese, Spanish,Behavioral Economics,60.0
892,Jorge Cole,Physics,Debate Club,Public Speaking,Null,Null,Null,Null,Los Angeles,Graduate,Psychology,2.5,French,Null,Null,Null,Null,Sustainable Agriculture,1.0
893,George Mann,Computer Science,Sports Team,Artistic, Data Analysis, Problem Solving, Leadership, Programming,Boston,Sophomore,Biology,3.32,Spanish, Chinese,Null,Null,Null,Sustainable Agriculture,54.0
894,Lee Anderson,Psychology,Music Club,Problem Solving, Artistic,Null,Null,Null,Los Angeles,Sophomore,Mathematics,3.73,Chinese, English, Spanish, Japanese, French,Quantum Computing,71.0
895,Ronald Richmond,History,Sports Team,Problem Solving, Leadership, Programming, Artistic, Data Analysis,San Francisco,Freshman,Mathematics,2.77,French, Chinese, Japanese,Null,Null,Behavioral Economics,19.0
896,Gary Gonzales,Biology,Sports Team,Leadership, Problem Solving, Programming, Public Speaking, Artistic,Boston,Sophomore,Mathematics,3.48,French, Chinese, Spanish,Null,Null,Climate Change,68.0
897,Franklin Reed,Physics,Sports Team,Public Speaking, Problem Solving, Programming, Data Analysis,Null,New York,Junior,Biology,2.5,French, English,Null,Null,Null,Social Sciences,22.0
898,Sherry Mooney,Biology,Coding Club,Problem Solving, Leadership, Data Analysis, Artistic,Null,San Francisco,Sophomore,Computer Science,2.42,Japanese, Spanish, French, German, Chinese,Blockchain Technology,25.0
899,Dawn Durham,Mathematics,Coding Club,Artistic, Programming, Data Analysis, Leadership, Problem Solving,Boston,Senior,Physics,2.07,Chinese, Spanish,Null,Null,Null,Human-Computer Interaction,7.0
900,Dustin Grant,Physics,Music Club,Leadership, Public Speaking,Null,Null,Null,Houston,Sophomore,History,3.18,German, French, Chinese, Spanish, Japanese,Astrophysics,32.0
901,Terrance Daniels,Physics,Volunteer Group,Public Speaking, Data Analysis,Null,Null,Null,Boston,Senior,Biology,3.68,German, Japanese, Chinese, English, Spanish,Human-Computer Interaction,79.0
902,Stephen Rose,History,Debate Club,Data Analysis, Public Speaking, Leadership, Programming, Problem Solving,New York,Freshman,Computer Science,3.48,Spanish, French, English,Null,Null,Natural Language Processing,70.0
903,Paul Nelson,Mathematics,Art Club,Public Speaking,Null,Null,Null,Null,New York,Freshman,Psychology,2.23,Japanese, Spanish, Chinese, French,Null,Nanotechnology,1.0
904,Kyle Sanchez,Mathematics,Coding Club,Leadership, Programming, Data Analysis, Problem Solving, Public Speaking,Chicago,Freshman,Mathematics,3.29,English, German,Null,Null,Null,Human-Computer Interaction,51.0
905,Michael Lucas,Psychology,Debate Club,Leadership, Artistic, Problem Solving, Public Speaking, Data Analysis,Los Angeles,Sophomore,Mathematics,3.5,French, English, Japanese, Chinese, Spanish,Nanotechnology,69.0
906,David Holland,Psychology,Debate Club,Data Analysis, Artistic, Problem Solving, Public Speaking, Programming,Boston,Sophomore,Physics,2.92,German, Spanish, Chinese,Null,Null,Environmental Sustainability,22.0
907,Nathan Adkins,Mathematics,Art Club,Data Analysis, Leadership, Public Speaking, Programming, Problem Solving,San Francisco,Sophomore,Biology,3.39,Japanese, German,Null,Null,Null,Bioinformatics,48.0
908,Jesse Green,Biology,Volunteer Group,Artistic, Programming,Null,Null,Null,Boston,Senior,Mathematics,3.32,English, French,Null,Null,Null,Artificial Intelligence,47.0
909,Jackie Sawyer,Mathematics,Music Club,Programming, Leadership, Data Analysis,Null,Null,Boston,Senior,Mathematics,2.74,Chinese, English, German, Japanese,Null,Space Exploration,18.0
