StudentID,Name,AcademicInterest,ExtracurricularActivities,Skillset1,Skillset2,Skillset3,Skillset4,Skillset5,Location,YearOfStudy,Major,GPA,Language1,Language2,Language3,Language4,Language5,ResearchInterests,Attendance,SkillCount,LanguageCount,CompositeScore
747,David Burke,Physics,Volunteer Group,Programming,Data Analysis,Unknown,Unknown,Unknown,New York,Sophomore,History,3.77,English,French,Spanish,Chinese,Japanese,Human-Computer Interaction,0.74,2,5,2.26
748,Christina Norton,Physics,Art Club,Programming,Public Speaking,Leadership,Data Analysis,Artistic,San Francisco,Freshman,Mathematics,3.47,Chinese,German,English,French,Spanish,Space Exploration,0.63,5,5,2.05
749,Theresa Rodriguez,Mathematics,Coding Club,Leadership,Artistic,Problem Solving,Public Speaking,Data Analysis,San Francisco,Junior,History,3.64,German,Unknown,Unknown,Unknown,Unknown,Machine Learning,0.76,5,1,2.2
750,Kelsey French,History,Coding Club,Leadership,Data Analysis,Programming,Artistic,Public Speaking,San Francisco,Freshman,Psychology,3.23,French,German,Japanese,Unknown,Unknown,Bioinformatics,0.47,5,3,1.85
751,Pamela Smith,Psychology,Sports Team,Leadership,Unknown,Unknown,Unknown,Unknown,New York,Senior,Biology,3.95,Japanese,Chinese,Spanish,English,French,Sustainable Agriculture,0.99,1,5,2.47
752,Thomas Kim,Physics,Coding Club,Problem Solving,Unknown,Unknown,Unknown,Unknown,Chicago,Senior,Biology,3.51,English,French,Japanese,German,Unknown,Robotics,0.66,1,4,2.09
753,Brittany Williams,Physics,Volunteer Group,Data Analysis,Public Speaking,Programming,Problem Solving,Leadership,Boston,Junior,Computer Science,3.47,Japanese,Chinese,Unknown,Unknown,Unknown,Political Science,0.58,5,2,2.03
754,Cody Franklin,Computer Science,Art Club,Programming,Public Speaking,Unknown,Unknown,Unknown,Los Angeles,Junior,Mathematics,3.05,Japanese,German,Chinese,Unknown,Unknown,Sustainable Agriculture,0.39,2,3,1.72
755,Megan Barnes,Psychology,Debate Club,Programming,Unknown,Unknown,Unknown,Unknown,Los Angeles,Freshman,Biology,2.22,English,Unknown,Unknown,Unknown,Unknown,Nanotechnology,0.08,1,1,1.15
756,Steven Hill,Physics,Debate Club,Programming,Leadership,Data Analysis,Unknown,Unknown,Boston,Freshman,Psychology,2.22,English,Japanese,French,Unknown,Unknown,Space Exploration,0.09,3,3,1.16
757,Corey Thompson,Psychology,Sports Team,Leadership,Public Speaking,Data Analysis,Programming,Problem Solving,New York,Sophomore,Mathematics,2.43,Spanish,Japanese,German,Chinese,French,Robotics,0.24,5,5,1.34
758,David Bowers,Psychology,Art Club,Data Analysis,Artistic,Programming,Problem Solving,Leadership,Boston,Junior,Psychology,3.72,Spanish,German,Unknown,Unknown,Unknown,Data Science,0.72,5,2,2.22
759,Mitchell Smith,History,Music Club,Programming,Data Analysis,Artistic,Problem Solving,Public Speaking,Chicago,Junior,Psychology,3.57,English,German,Spanish,Chinese,Japanese,Political Science,0.69,5,5,2.13
760,Rita Zuniga,Physics,Volunteer Group,Data Analysis,Leadership,Problem Solving,Public Speaking,Unknown,Boston,Senior,Psychology,2.71,Japanese,Spanish,Unknown,Unknown,Unknown,Climate Change,0.08,4,2,1.4
761,Ricardo Mccarthy,Physics,Volunteer Group,Leadership,Data Analysis,Programming,Unknown,Unknown,San Francisco,Graduate,Computer Science,2.88,Spanish,English,Unknown,Unknown,Unknown,Sustainable Agriculture,0.23,3,2,1.56
762,Sean Elliott,Biology,Art Club,Data Analysis,Problem Solving,Programming,Leadership,Public Speaking,Houston,Sophomore,Computer Science,2.95,German,Spanish,Chinese,Unknown,Unknown,Social Sciences,0.12,5,3,1.54
763,Craig Banks,History,Art Club,Problem Solving,Data Analysis,Leadership,Artistic,Public Speaking,San Francisco,Graduate,Biology,2.35,Spanish,English,French,German,Japanese,Machine Learning,0.18,5,5,1.27
764,Wayne Young,Psychology,Coding Club,Artistic,Problem Solving,Unknown,Unknown,Unknown,Boston,Junior,History,3.18,Spanish,German,Chinese,Unknown,Unknown,Healthcare Management,0.27,2,3,1.73
765,Kelly Davis,History,Sports Team,Public Speaking,Programming,Problem Solving,Leadership,Data Analysis,San Francisco,Junior,Psychology,2.87,Chinese,German,Unknown,Unknown,Unknown,Biomedical Engineering,0.2,5,2,1.54
766,Margaret Le,Computer Science,Music Club,Public Speaking,Unknown,Unknown,Unknown,Unknown,Los Angeles,Graduate,Mathematics,2.86,French,Unknown,Unknown,Unknown,Unknown,Data Science,0.12,1,1,1.49
767,Paul Zhang,History,Sports Team,Programming,Public Speaking,Data Analysis,Unknown,Unknown,Chicago,Junior,Psychology,2.8,Spanish,German,French,English,Japanese,Robotics,0.01,3,5,1.4
768,Rebekah Ramirez,History,Volunteer Group,Artistic,Data Analysis,Leadership,Public Speaking,Problem Solving,Chicago,Sophomore,Biology,2.35,French,English,Spanish,Unknown,Unknown,Astrophysics,0.23,5,3,1.29
769,Tracy Mays,History,Coding Club,Programming,Data Analysis,Artistic,Public Speaking,Unknown,New York,Sophomore,Computer Science,2.94,Japanese,German,Chinese,English,Spanish,Urban Planning,0.03,4,5,1.48
770,Kristin Ortiz,Computer Science,Debate Club,Data Analysis,Unknown,Unknown,Unknown,Unknown,Chicago,Freshman,History,3.63,Japanese,Unknown,Unknown,Unknown,Unknown,Healthcare Management,0.71,1,1,2.17
771,Richard Thomas,History,Music Club,Data Analysis,Public Speaking,Unknown,Unknown,Unknown,Boston,Junior,Physics,2.98,Spanish,French,Japanese,English,Chinese,Healthcare Management,0.06,2,5,1.52
772,Leslie Bailey,History,Debate Club,Leadership,Programming,Public Speaking,Artistic,Data Analysis,Los Angeles,Graduate,Biology,2.34,German,French,Unknown,Unknown,Unknown,Sustainable Agriculture,0.01,5,2,1.17
773,Alyssa Murray,Physics,Coding Club,Public Speaking,Data Analysis,Unknown,Unknown,Unknown,San Francisco,Graduate,Physics,2.39,Spanish,German,French,Unknown,Unknown,Environmental Sustainability,0.24,2,3,1.32
774,Robert Newman,History,Debate Club,Public Speaking,Problem Solving,Unknown,Unknown,Unknown,Los Angeles,Sophomore,Biology,3.65,French,Japanese,Chinese,English,Unknown,Human-Computer Interaction,0.77,2,4,2.21
775,Kyle Bender,Biology,Coding Club,Problem Solving,Data Analysis,Programming,Leadership,Artistic,Houston,Sophomore,Biology,3.37,Spanish,German,French,Chinese,Unknown,Artificial Intelligence,0.54,5,4,1.96
776,Connor Thomas,Computer Science,Sports Team,Public Speaking,Data Analysis,Leadership,Unknown,Unknown,Los Angeles,Graduate,Physics,2.6,French,Spanish,English,Chinese,Japanese,Astrophysics,0.19,3,5,1.4
777,Todd Robinson,Computer Science,Music Club,Programming,Problem Solving,Data Analysis,Artistic,Unknown,Boston,Junior,Computer Science,2.46,German,Unknown,Unknown,Unknown,Unknown,Nanotechnology,0.17,4,1,1.32
778,Beverly Palmer,History,Sports Team,Data Analysis,Problem Solving,Leadership,Public Speaking,Unknown,Boston,Sophomore,History,3.03,Japanese,English,German,Chinese,Unknown,Artificial Intelligence,0.38,4,4,1.7
779,Carlos Blake,Biology,Music Club,Problem Solving,Programming,Leadership,Data Analysis,Public Speaking,New York,Sophomore,History,2.72,Chinese,Spanish,German,Unknown,Unknown,Astrophysics,0.06,5,3,1.39
780,Charles Morrison,Mathematics,Music Club,Programming,Artistic,Leadership,Public Speaking,Unknown,Boston,Sophomore,Mathematics,2.25,German,English,Spanish,Chinese,Unknown,Educational Technology,0.1,4,4,1.18
781,Nancy Rowe,Mathematics,Art Club,Programming,Public Speaking,Problem Solving,Unknown,Unknown,Houston,Sophomore,Computer Science,2.73,German,Japanese,Spanish,Chinese,Unknown,Healthcare Management,0.25,3,4,1.49
782,Lonnie Hernandez,Computer Science,Debate Club,Programming,Leadership,Artistic,Data Analysis,Problem Solving,New York,Senior,Mathematics,3.74,Spanish,Unknown,Unknown,Unknown,Unknown,Renewable Energy,0.74,5,1,2.24
783,Preston Davis,Mathematics,Coding Club,Public Speaking,Artistic,Problem Solving,Programming,Leadership,Chicago,Junior,Physics,3.27,English,Spanish,German,Japanese,Unknown,Climate Change,0.5,5,4,1.89
784,Laura Murphy,History,Music Club,Problem Solving,Leadership,Artistic,Public Speaking,Programming,New York,Sophomore,History,3.13,Spanish,English,Unknown,Unknown,Unknown,Nanotechnology,0.34,5,2,1.73
785,Craig Riley,Computer Science,Volunteer Group,Artistic,Public Speaking,Data Analysis,Programming,Leadership,Boston,Graduate,Psychology,2.49,English,Spanish,Chinese,German,French,Nanotechnology,0.04,5,5,1.27
786,William Miller,Physics,Debate Club,Leadership,Programming,Unknown,Unknown,Unknown,Houston,Sophomore,Biology,2,French,Chinese,Unknown,Unknown,Unknown,Urban Planning,0,2,2,1
787,Maria Adams,Physics,Music Club,Data Analysis,Unknown,Unknown,Unknown,Unknown,Boston,Sophomore,History,2.05,Chinese,English,German,Japanese,French,Cybersecurity,0.01,1,5,1.03
788,Joann Kirby,Computer Science,Volunteer Group,Programming,Leadership,Data Analysis,Problem Solving,Artistic,San Francisco,Senior,History,3.16,German,Japanese,Chinese,English,Unknown,Quantum Computing,0.34,5,4,1.75
789,Janet Klein,Mathematics,Music Club,Problem Solving,Unknown,Unknown,Unknown,Unknown,Los Angeles,Freshman,History,3,French,German,Chinese,Spanish,English,Environmental Sustainability,0.02,1,5,1.51
790,David Murphy,Psychology,Coding Club,Programming,Unknown,Unknown,Unknown,Unknown,Los Angeles,Graduate,Computer Science,2.9,French,Chinese,Unknown,Unknown,Unknown,Machine Learning,0.18,1,2,1.54
791,Robert Ortiz,Mathematics,Art Club,Programming,Problem Solving,Artistic,Data Analysis,Leadership,Los Angeles,Junior,Computer Science,3.42,French,Unknown,Unknown,Unknown,Unknown,Climate Change,0.7,5,1,2.06
792,Brooke Price,Computer Science,Sports Team,Artistic,Public Speaking,Unknown,Unknown,Unknown,Los Angeles,Graduate,Psychology,3.38,English,Spanish,French,German,Chinese,Sustainable Agriculture,0.46,2,5,1.92
793,Ashley Gomez,Physics,Sports Team,Artistic,Programming,Data Analysis,Leadership,Unknown,New York,Sophomore,Psychology,2.38,English,Chinese,Spanish,Japanese,French,Healthcare Management,0.01,4,5,1.19
794,Carla Wilcox,Physics,Art Club,Leadership,Data Analysis,Problem Solving,Programming,Public Speaking,Boston,Junior,Biology,2.72,Japanese,English,German,Chinese,Spanish,Healthcare Management,0.05,5,5,1.39
795,Briana Smith,Psychology,Art Club,Data Analysis,Artistic,Programming,Public Speaking,Problem Solving,Houston,Sophomore,Mathematics,3.05,Japanese,Unknown,Unknown,Unknown,Unknown,Human-Computer Interaction,0.4,5,1,1.72
796,Gwendolyn Blair,Physics,Music Club,Leadership,Problem Solving,Unknown,Unknown,Unknown,Chicago,Sophomore,Psychology,3.41,English,Chinese,Unknown,Unknown,Unknown,Nanotechnology,0.64,2,2,2.03
797,Angela Barron,Physics,Music Club,Problem Solving,Unknown,Unknown,Unknown,Unknown,San Francisco,Sophomore,Computer Science,2.98,Japanese,Spanish,Unknown,Unknown,Unknown,Biomedical Engineering,0.17,1,2,1.58
798,Heidi Davis,History,Music Club,Problem Solving,Data Analysis,Public Speaking,Programming,Artistic,New York,Graduate,Biology,3.33,Japanese,Chinese,Spanish,German,Unknown,Behavioral Economics,0.54,5,4,1.94
799,Kent Bowers,History,Art Club,Problem Solving,Programming,Unknown,Unknown,Unknown,Chicago,Senior,History,2.16,German,French,Spanish,Chinese,English,Data Science,0.04,2,5,1.1
800,Ivan Garcia,Physics,Art Club,Data Analysis,Leadership,Public Speaking,Artistic,Programming,Houston,Junior,History,2.25,Spanish,Japanese,English,French,Chinese,Space Exploration,0.04,5,5,1.15
801,William Morrison,Psychology,Music Club,Public Speaking,Artistic,Programming,Data Analysis,Leadership,Los Angeles,Senior,Physics,3.62,Chinese,French,German,English,Unknown,Urban Planning,0.76,5,4,2.19
802,Jesus Gonzalez,Psychology,Art Club,Data Analysis,Problem Solving,Programming,Unknown,Unknown,Houston,Sophomore,History,2.67,Chinese,English,French,Spanish,Unknown,Urban Planning,0.05,3,4,1.36
803,Donna Blair,History,Debate Club,Programming,Problem Solving,Leadership,Unknown,Unknown,San Francisco,Junior,Physics,3.3,English,French,Unknown,Unknown,Unknown,Blockchain Technology,0.53,3,2,1.92
804,Gina Roberts,Mathematics,Sports Team,Public Speaking,Artistic,Leadership,Data Analysis,Programming,Chicago,Senior,Psychology,2.55,Chinese,Spanish,English,Unknown,Unknown,Healthcare Management,0.13,5,3,1.34
805,Amy Washington,Physics,Art Club,Leadership,Artistic,Data Analysis,Programming,Unknown,Boston,Freshman,Mathematics,3,English,French,Chinese,German,Unknown,Sustainable Agriculture,0.17,4,4,1.59
806,Gregory Moore,Computer Science,Art Club,Problem Solving,Leadership,Data Analysis,Programming,Unknown,Boston,Freshman,Biology,3.25,Chinese,Japanese,Unknown,Unknown,Unknown,Robotics,0.53,4,2,1.89
807,Erin Garrett,Mathematics,Sports Team,Public Speaking,Leadership,Artistic,Problem Solving,Data Analysis,Chicago,Freshman,Biology,2.73,Spanish,French,German,Chinese,Unknown,Educational Technology,0.14,5,4,1.44
808,Mary Wall,Biology,Music Club,Data Analysis,Artistic,Problem Solving,Leadership,Public Speaking,Los Angeles,Junior,Physics,2.77,French,Spanish,Chinese,English,Unknown,Social Sciences,0.05,5,4,1.41
809,Heather Malone,History,Sports Team,Leadership,Public Speaking,Artistic,Unknown,Unknown,Houston,Senior,Mathematics,3.84,German,Spanish,English,Japanese,French,Educational Technology,0.97,3,5,2.41
810,Kevin Harris,Mathematics,Sports Team,Artistic,Public Speaking,Problem Solving,Programming,Unknown,San Francisco,Sophomore,Psychology,3.89,German,French,Unknown,Unknown,Unknown,Social Sciences,0.88,4,2,2.39
811,Scott Spencer,Computer Science,Art Club,Leadership,Programming,Problem Solving,Artistic,Public Speaking,New York,Senior,Mathematics,2.77,Spanish,Japanese,Chinese,French,English,Bioinformatics,0.25,5,5,1.51
812,David English,Biology,Art Club,Problem Solving,Public Speaking,Programming,Artistic,Unknown,San Francisco,Junior,Mathematics,2.17,Spanish,English,German,Unknown,Unknown,Educational Technology,0.09,4,3,1.13
813,Jeffrey Hubbard,History,Debate Club,Programming,Data Analysis,Problem Solving,Public Speaking,Unknown,Chicago,Senior,Computer Science,3.01,French,Chinese,Spanish,German,Unknown,Renewable Energy,0.27,4,4,1.64
814,Judith Harding,Mathematics,Coding Club,Programming,Problem Solving,Unknown,Unknown,Unknown,San Francisco,Graduate,Biology,2.18,English,Unknown,Unknown,Unknown,Unknown,Cognitive Psychology,0.07,2,1,1.13
815,Brittany Esparza,Mathematics,Volunteer Group,Artistic,Problem Solving,Public Speaking,Leadership,Unknown,Boston,Senior,Computer Science,2.21,German,Japanese,Chinese,French,English,Quantum Computing,0.17,4,5,1.19
816,Patricia Black,Physics,Volunteer Group,Problem Solving,Data Analysis,Leadership,Unknown,Unknown,Chicago,Sophomore,Biology,2.39,Spanish,German,Unknown,Unknown,Unknown,Artificial Intelligence,0.14,3,2,1.27
817,Sarah Fisher,Psychology,Coding Club,Leadership,Unknown,Unknown,Unknown,Unknown,San Francisco,Graduate,History,2.89,Chinese,Unknown,Unknown,Unknown,Unknown,Cybersecurity,0.02,1,1,1.46
818,Anthony Dunlap,Psychology,Debate Club,Artistic,Unknown,Unknown,Unknown,Unknown,San Francisco,Sophomore,Physics,3.1,Japanese,German,Unknown,Unknown,Unknown,Renewable Energy,0.35,1,2,1.73
819,Jeffrey Gonzales,Biology,Sports Team,Data Analysis,Unknown,Unknown,Unknown,Unknown,Chicago,Freshman,Computer Science,2.73,English,Chinese,Unknown,Unknown,Unknown,Human-Computer Interaction,0.23,1,2,1.48
820,Kayla Riley,History,Sports Team,Programming,Leadership,Problem Solving,Unknown,Unknown,Los Angeles,Freshman,History,3.15,Chinese,Japanese,German,Unknown,Unknown,Machine Learning,0.35,3,3,1.75
821,Sarah Austin,Biology,Debate Club,Programming,Unknown,Unknown,Unknown,Unknown,Chicago,Freshman,Psychology,3.96,Chinese,Japanese,Spanish,French,Unknown,Cognitive Psychology,0.9,1,4,2.43
822,Kurt Guerrero,History,Debate Club,Data Analysis,Unknown,Unknown,Unknown,Unknown,San Francisco,Graduate,Computer Science,2.69,Chinese,German,Spanish,Unknown,Unknown,Human-Computer Interaction,0.14,1,3,1.42
823,Kimberly King,Psychology,Sports Team,Data Analysis,Unknown,Unknown,Unknown,Unknown,Boston,Freshman,Physics,3.83,English,German,French,Japanese,Spanish,Robotics,1,1,5,2.42
824,Caroline Wiley,Biology,Debate Club,Data Analysis,Unknown,Unknown,Unknown,Unknown,Chicago,Graduate,Computer Science,3.13,Japanese,English,Chinese,French,Spanish,Human-Computer Interaction,0.36,1,5,1.74
825,Larry Barker,History,Debate Club,Leadership,Unknown,Unknown,Unknown,Unknown,Chicago,Graduate,Mathematics,2.69,German,French,English,Chinese,Japanese,Nanotechnology,0.25,1,5,1.47
826,Andrew Higgins,Computer Science,Music Club,Data Analysis,Programming,Artistic,Public Speaking,Unknown,Chicago,Graduate,Mathematics,3.69,Spanish,Chinese,French,Japanese,English,Biomedical Engineering,0.83,4,5,2.26
827,Cassandra Johnson,Biology,Music Club,Programming,Data Analysis,Public Speaking,Leadership,Unknown,Houston,Graduate,Psychology,2.78,English,German,Unknown,Unknown,Unknown,Cybersecurity,0.25,4,2,1.52
828,Roger Day,Mathematics,Music Club,Artistic,Unknown,Unknown,Unknown,Unknown,Chicago,Senior,History,2.11,English,German,Spanish,Japanese,Unknown,Nanotechnology,0.11,1,4,1.11
829,Kristy Martinez,History,Coding Club,Data Analysis,Problem Solving,Unknown,Unknown,Unknown,New York,Graduate,Physics,3.27,English,German,Japanese,Chinese,Spanish,Quantum Computing,0.41,2,5,1.84
830,Mario Richardson,Physics,Sports Team,Data Analysis,Public Speaking,Artistic,Unknown,Unknown,Boston,Senior,Psychology,2.31,English,German,Japanese,Unknown,Unknown,Quantum Computing,0.25,3,3,1.28
831,Barbara Perez,Psychology,Sports Team,Problem Solving,Leadership,Public Speaking,Artistic,Data Analysis,New York,Graduate,Mathematics,2.47,French,Japanese,Chinese,English,Unknown,Human-Computer Interaction,0.02,5,4,1.25
832,Nancy Taylor,Physics,Sports Team,Data Analysis,Artistic,Unknown,Unknown,Unknown,Houston,Senior,Computer Science,3.11,Chinese,Unknown,Unknown,Unknown,Unknown,Quantum Computing,0.34,2,1,1.72
833,Dwayne Durham,Psychology,Art Club,Public Speaking,Leadership,Programming,Problem Solving,Unknown,Los Angeles,Graduate,Psychology,3.85,Spanish,Chinese,Unknown,Unknown,Unknown,Environmental Sustainability,0.88,4,2,2.37
834,Craig Gutierrez,Physics,Debate Club,Artistic,Programming,Leadership,Public Speaking,Problem Solving,Boston,Freshman,Computer Science,3.66,Japanese,Spanish,Unknown,Unknown,Unknown,Quantum Computing,0.76,5,2,2.21
835,Nancy Smith,Psychology,Art Club,Leadership,Data Analysis,Problem Solving,Artistic,Programming,New York,Graduate,Physics,3.99,German,Unknown,Unknown,Unknown,Unknown,Cybersecurity,0.86,5,1,2.43
836,Brittany Martin,Computer Science,Debate Club,Leadership,Public Speaking,Data Analysis,Problem Solving,Unknown,New York,Sophomore,Psychology,3.37,German,Unknown,Unknown,Unknown,Unknown,Artificial Intelligence,0.51,4,1,1.94
837,Matthew Price,Physics,Debate Club,Public Speaking,Unknown,Unknown,Unknown,Unknown,Houston,Freshman,History,3.68,Chinese,German,Japanese,Spanish,English,Biomedical Engineering,0.74,1,5,2.21
838,Caitlin Gutierrez,Computer Science,Art Club,Problem Solving,Programming,Artistic,Public Speaking,Data Analysis,New York,Graduate,Mathematics,2.62,Chinese,English,Spanish,French,Unknown,Behavioral Economics,0.1,5,4,1.36
839,Rebecca Little,History,Debate Club,Leadership,Public Speaking,Programming,Data Analysis,Problem Solving,Chicago,Graduate,Physics,3.07,German,Chinese,English,Spanish,French,Data Science,0.3,5,5,1.68
840,Stephanie Smith,Computer Science,Music Club,Leadership,Problem Solving,Programming,Artistic,Unknown,Boston,Junior,Biology,2.6,English,German,Japanese,French,Spanish,Behavioral Economics,0.13,4,5,1.37
841,Cynthia Reed,Physics,Coding Club,Public Speaking,Artistic,Leadership,Programming,Unknown,Boston,Graduate,Computer Science,2.23,Japanese,Unknown,Unknown,Unknown,Unknown,Robotics,0.21,4,1,1.22
842,Gregory Savage,Biology,Music Club,Public Speaking,Unknown,Unknown,Unknown,Unknown,Houston,Graduate,Psychology,3.96,Chinese,Unknown,Unknown,Unknown,Unknown,Nanotechnology,0.92,1,1,2.44
843,Jesse Harmon,Psychology,Debate Club,Problem Solving,Artistic,Data Analysis,Unknown,Unknown,Boston,Graduate,Computer Science,2.09,French,German,Unknown,Unknown,Unknown,Space Exploration,0.15,3,2,1.12
844,Jeffery Allen,Biology,Coding Club,Programming,Leadership,Data Analysis,Unknown,Unknown,Los Angeles,Sophomore,Mathematics,3.14,Chinese,French,Japanese,Unknown,Unknown,Robotics,0.32,3,3,1.73
845,Todd Levine,History,Art Club,Public Speaking,Artistic,Unknown,Unknown,Unknown,New York,Graduate,Computer Science,3.5,German,Unknown,Unknown,Unknown,Unknown,Urban Planning,0.65,2,1,2.08
846,John Riddle,Computer Science,Volunteer Group,Leadership,Programming,Data Analysis,Unknown,Unknown,Los Angeles,Graduate,Computer Science,2.28,Spanish,Japanese,Chinese,French,German,Cognitive Psychology,0.06,3,5,1.17
847,Hannah Bernard,Mathematics,Volunteer Group,Problem Solving,Artistic,Leadership,Programming,Data Analysis,Chicago,Graduate,Computer Science,3.64,French,Chinese,German,English,Japanese,Data Science,0.76,5,5,2.2
848,Samuel Brown,Mathematics,Coding Club,Public Speaking,Leadership,Unknown,Unknown,Unknown,Los Angeles,Sophomore,Computer Science,3.91,Spanish,German,Unknown,Unknown,Unknown,Nanotechnology,0.92,2,2,2.42
849,Aaron Chambers,Computer Science,Music Club,Artistic,Public Speaking,Unknown,Unknown,Unknown,Chicago,Junior,Psychology,3.89,German,English,Unknown,Unknown,Unknown,Social Sciences,0.94,2,2,2.42
850,Cynthia Patrick,Psychology,Debate Club,Leadership,Public Speaking,Data Analysis,Unknown,Unknown,Houston,Senior,Biology,2.72,Spanish,German,French,English,Unknown,Machine Learning,0.23,3,4,1.48
851,Mary Wu,Computer Science,Art Club,Artistic,Public Speaking,Programming,Data Analysis,Problem Solving,Houston,Junior,Psychology,3.72,French,Japanese,Unknown,Unknown,Unknown,Cognitive Psychology,0.71,5,2,2.22
852,Matthew Chapman,Computer Science,Coding Club,Leadership,Programming,Public Speaking,Problem Solving,Artistic,Houston,Sophomore,History,2.28,Chinese,English,German,Japanese,Spanish,Healthcare Management,0.16,5,5,1.22
853,Kevin Bailey,Computer Science,Debate Club,Public Speaking,Leadership,Programming,Artistic,Data Analysis,Houston,Junior,Biology,3.34,English,Spanish,Japanese,French,German,Urban Planning,0.48,5,5,1.91
854,Eric Mcgee,Biology,Sports Team,Artistic,Unknown,Unknown,Unknown,Unknown,Boston,Graduate,Mathematics,2.01,English,Spanish,German,French,Japanese,Quantum Computing,0.22,1,5,1.12
855,Jennifer Jones,History,Debate Club,Public Speaking,Data Analysis,Artistic,Unknown,Unknown,Los Angeles,Freshman,Biology,3.3,French,Spanish,Japanese,English,Unknown,Environmental Sustainability,0.49,3,4,1.9
856,Jessica Stanley,Computer Science,Debate Club,Public Speaking,Data Analysis,Leadership,Problem Solving,Artistic,Boston,Senior,Physics,2.29,Chinese,English,French,Japanese,Unknown,Social Sciences,0.18,5,4,1.24
857,Jasmine Lee,Physics,Coding Club,Artistic,Problem Solving,Unknown,Unknown,Unknown,Los Angeles,Freshman,Psychology,2.02,French,Unknown,Unknown,Unknown,Unknown,Natural Language Processing,0.22,2,1,1.12
858,Tiffany Flynn,Physics,Volunteer Group,Public Speaking,Problem Solving,Leadership,Programming,Artistic,New York,Graduate,History,2.91,Japanese,Spanish,Chinese,German,French,Educational Technology,0.14,5,5,1.53
859,Meredith Ferrell,Mathematics,Debate Club,Public Speaking,Unknown,Unknown,Unknown,Unknown,San Francisco,Graduate,Biology,2.12,English,French,Chinese,Spanish,German,Urban Planning,0.1,1,5,1.11
860,Nancy Bell,Mathematics,Music Club,Public Speaking,Data Analysis,Problem Solving,Artistic,Leadership,Los Angeles,Graduate,History,2.75,Chinese,French,Japanese,German,Spanish,Cognitive Psychology,0.24,5,5,1.5
861,Anthony Melendez,Mathematics,Music Club,Data Analysis,Programming,Unknown,Unknown,Unknown,Los Angeles,Junior,Mathematics,3.96,Chinese,English,German,French,Japanese,Urban Planning,0.95,2,5,2.46
862,Angel Carter,History,Sports Team,Public Speaking,Data Analysis,Unknown,Unknown,Unknown,Chicago,Junior,Psychology,2.45,English,Unknown,Unknown,Unknown,Unknown,Educational Technology,0.06,2,1,1.26
863,Jody Cox,Computer Science,Volunteer Group,Data Analysis,Programming,Public Speaking,Problem Solving,Artistic,Chicago,Sophomore,History,3.89,Chinese,Unknown,Unknown,Unknown,Unknown,Urban Planning,0.98,5,1,2.44
864,Christopher Dixon,Mathematics,Art Club,Public Speaking,Data Analysis,Artistic,Unknown,Unknown,San Francisco,Freshman,Physics,3.9,German,English,Unknown,Unknown,Unknown,Data Science,0.88,3,2,2.39
865,David Porter,Psychology,Music Club,Data Analysis,Leadership,Problem Solving,Artistic,Unknown,Boston,Freshman,Psychology,3.94,Spanish,Chinese,Unknown,Unknown,Unknown,Social Sciences,0.97,4,2,2.46
866,James Bryant,Biology,Music Club,Public Speaking,Artistic,Unknown,Unknown,Unknown,Houston,Sophomore,Biology,2.22,German,Chinese,French,English,Japanese,Climate Change,0.15,2,5,1.19
867,Tiffany Cameron,Psychology,Volunteer Group,Leadership,Problem Solving,Programming,Unknown,Unknown,Los Angeles,Freshman,Physics,2.15,English,Japanese,Unknown,Unknown,Unknown,Natural Language Processing,0.17,3,2,1.16
868,Amanda Daugherty,Biology,Music Club,Leadership,Unknown,Unknown,Unknown,Unknown,San Francisco,Freshman,Physics,3,German,Spanish,Unknown,Unknown,Unknown,Quantum Computing,0.07,1,2,1.54
869,Barry Wood,Mathematics,Volunteer Group,Problem Solving,Leadership,Data Analysis,Unknown,Unknown,Boston,Freshman,History,2.68,Chinese,German,Japanese,Spanish,English,Bioinformatics,0.24,3,5,1.46
870,Robert Mclaughlin,Biology,Art Club,Data Analysis,Public Speaking,Problem Solving,Programming,Leadership,San Francisco,Freshman,Mathematics,2.37,Spanish,Japanese,Chinese,French,German,Urban Planning,0.02,5,5,1.2
871,Daniel Holmes,Psychology,Coding Club,Leadership,Problem Solving,Artistic,Unknown,Unknown,Chicago,Sophomore,Mathematics,2.76,German,Spanish,English,Chinese,Unknown,Machine Learning,0.21,3,4,1.48
872,Wesley Marsh,Physics,Volunteer Group,Artistic,Unknown,Unknown,Unknown,Unknown,Los Angeles,Graduate,Biology,3.32,English,Unknown,Unknown,Unknown,Unknown,Space Exploration,0.45,1,1,1.89
873,Dawn Luna,Computer Science,Sports Team,Programming,Unknown,Unknown,Unknown,Unknown,Houston,Graduate,Computer Science,2.71,Spanish,Chinese,Japanese,Unknown,Unknown,Cognitive Psychology,0.15,1,3,1.43
874,Briana Stephens,Mathematics,Art Club,Problem Solving,Leadership,Data Analysis,Unknown,Unknown,Chicago,Junior,Physics,3.8,French,Chinese,Japanese,German,Spanish,Political Science,0.76,3,5,2.28
875,Melissa Palmer,History,Art Club,Data Analysis,Public Speaking,Unknown,Unknown,Unknown,San Francisco,Freshman,Psychology,3.89,Spanish,Japanese,English,Unknown,Unknown,Social Sciences,1,2,3,2.45
876,Thomas Parker,Psychology,Sports Team,Public Speaking,Artistic,Programming,Unknown,Unknown,Chicago,Freshman,Physics,2.58,French,Japanese,Spanish,Unknown,Unknown,Astrophysics,0.11,3,3,1.35
